0,h,2,3,4,170
0,h,2,3,4,20
0,h,2,3,4,240
0,h,2,3,4,230
0,h,2,3,4,270
0,h,2,3,4,480
0,h,2,3,4,150
0,h,2,3,4,440
0,h,2,3,4,380
0,h,2,3,4,300
0,h,2,3,4,300
0,h,2,3,4,320
0,h,2,3,4,240
0,h,2,3,4,330
0,h,2,3,4,160
0,h,2,3,4,170
0,h,2,3,4,290
0,h,2,3,4,160
0,h,2,3,4,460
0,h,2,3,4,240
0,h,2,3,4,340
0,h,2,3,4,50
0,h,2,3,4,320
0,h,2,3,4,30
0,h,2,3,4,230
0,h,2,3,4,20
0,h,2,3,4,20
0,h,2,3,4,140
0,h,2,3,4,40
0,h,2,3,4,170
0,h,2,3,4,400
0,h,2,3,4,110
0,h,2,3,4,110
0,h,2,3,4,430
0,h,2,3,4,20
0,h,2,3,4,90
0,h,2,3,4,440
0,h,2,3,4,160
0,h,2,3,4,140
0,h,2,3,4,490
0,h,2,3,4,130
0,h,2,3,4,430
0,h,2,3,4,140
0,h,2,3,4,330
0,h,2,3,4,0
0,h,2,3,4,40
0,h,2,3,4,160
0,h,2,3,4,480
0,h,2,3,4,160
0,h,2,3,4,360
0,h,2,3,4,260
0,h,2,3,4,100
0,h,2,3,4,80
0,h,2,3,4,420
0,h,2,3,4,60
0,h,2,3,4,430
0,h,2,3,4,80
0,h,2,3,4,460
0,h,2,3,4,490
0,h,2,3,4,210
0,h,2,3,4,370
0,h,2,3,4,300
0,h,2,3,4,310
0,h,2,3,4,60
0,h,2,3,4,160
0,h,2,3,4,200
0,h,2,3,4,270
0,h,2,3,4,380
0,h,2,3,4,30
0,h,2,3,4,100
0,h,2,3,4,130
0,h,2,3,4,0
0,h,2,3,4,240
0,h,2,3,4,210
0,h,2,3,4,50
0,h,2,3,4,40
0,h,2,3,4,410
0,h,2,3,4,320
0,h,2,3,4,410
0,h,2,3,4,440
0,h,2,3,4,170
0,h,2,3,4,340
0,h,2,3,4,350
0,h,2,3,4,100
0,h,2,3,4,170
0,h,2,3,4,390
0,h,2,3,4,60
0,h,2,3,4,410
0,h,2,3,4,460
0,h,2,3,4,230
0,h,2,3,4,140
0,h,2,3,4,250
0,h,2,3,4,230
0,h,2,3,4,230
0,h,2,3,4,410
0,h,2,3,4,100
0,h,2,3,4,390
0,h,2,3,4,60
0,h,2,3,4,320
0,h,2,3,4,230
0,h,2,3,4,60
0,h,2,3,4,160
0,h,2,3,4,140
0,h,2,3,4,490
0,h,2,3,4,270
0,h,2,3,4,280
0,h,2,3,4,110
0,h,2,3,4,490
0,h,2,3,4,50
0,h,2,3,4,270
0,h,2,3,4,340
0,h,2,3,4,140
0,h,2,3,4,180
0,h,2,3,4,260
0,h,2,3,4,270
0,h,2,3,4,500
0,h,2,3,4,360
0,h,2,3,4,110
0,h,2,3,4,310
0,h,2,3,4,50
0,h,2,3,4,60
0,h,2,3,4,250
0,h,2,3,4,200
0,h,2,3,4,300
0,h,2,3,4,0
0,h,2,3,4,490
0,h,2,3,4,90
0,h,2,3,4,210
0,h,2,3,4,170
0,h,2,3,4,440
0,h,2,3,4,120
0,h,2,3,4,400
0,h,2,3,4,500
0,h,2,3,4,380
0,h,2,3,4,380
0,h,2,3,4,420
0,h,2,3,4,350
0,h,2,3,4,450
0,h,2,3,4,330
0,h,2,3,4,60
0,h,2,3,4,500
0,h,2,3,4,50
0,h,2,3,4,390
0,h,2,3,4,350
0,h,2,3,4,360
0,h,2,3,4,360
0,h,2,3,4,220
0,h,2,3,4,400
0,h,2,3,4,140
0,h,2,3,4,460
0,h,2,3,4,190
0,h,2,3,4,360
0,h,2,3,4,290
0,h,2,3,4,100
0,h,2,3,4,260
0,h,2,3,4,420
0,h,2,3,4,180
0,h,2,3,4,110
0,h,2,3,4,120
0,h,2,3,4,150
0,h,2,3,4,450
0,h,2,3,4,60
0,h,2,3,4,280
0,h,2,3,4,350
0,h,2,3,4,440
0,h,2,3,4,70
0,h,2,3,4,200
0,h,2,3,4,470
0,h,2,3,4,10
0,h,2,3,4,260
0,h,2,3,4,260
0,h,2,3,4,300
0,h,2,3,4,170
0,h,2,3,4,370
0,h,2,3,4,380
0,h,2,3,4,340
0,h,2,3,4,280
0,h,2,3,4,430
0,h,2,3,4,260
0,h,2,3,4,320
0,h,2,3,4,20
0,h,2,3,4,420
0,h,2,3,4,420
0,h,2,3,4,340
0,h,2,3,4,410
0,h,2,3,4,500
0,h,2,3,4,270
0,h,2,3,4,110
0,h,2,3,4,180
0,h,2,3,4,490
0,h,2,3,4,320
0,h,2,3,4,350
0,h,2,3,4,50
0,h,2,3,4,220
0,h,2,3,4,30
0,h,2,3,4,320
0,h,2,3,4,360
0,h,2,3,4,310
0,h,2,3,4,440
0,h,2,3,4,130
0,h,2,3,4,280
0,h,2,3,4,20
0,h,2,3,4,80
0,h,2,3,4,10
0,h,2,3,4,470
0,h,2,3,4,230
0,h,2,3,4,370
0,h,2,3,4,20
0,h,2,3,4,210
0,h,2,3,4,160
0,h,2,3,4,190
0,h,2,3,4,120
0,h,2,3,4,260
0,h,2,3,4,370
0,h,2,3,4,380
0,h,2,3,4,440
0,h,2,3,4,410
0,h,2,3,4,370
0,h,2,3,4,460
0,h,2,3,4,40
0,h,2,3,4,190
0,h,2,3,4,50
0,h,2,3,4,420
0,h,2,3,4,110
0,h,2,3,4,390
0,h,2,3,4,270
0,h,2,3,4,400
0,h,2,3,4,190
0,h,2,3,4,290
0,h,2,3,4,440
0,h,2,3,4,200
0,h,2,3,4,390
0,h,2,3,4,180
0,h,2,3,4,230
0,h,2,3,4,410
0,h,2,3,4,410
0,h,2,3,4,90
0,h,2,3,4,170
0,h,2,3,4,80
0,h,2,3,4,440
0,h,2,3,4,220
0,h,2,3,4,80
0,h,2,3,4,470
0,h,2,3,4,20
0,h,2,3,4,200
0,h,2,3,4,70
0,h,2,3,4,340
0,h,2,3,4,80
0,h,2,3,4,160
0,h,2,3,4,440
0,h,2,3,4,150
0,h,2,3,4,50
0,h,2,3,4,60
0,h,2,3,4,470
0,h,2,3,4,100
0,h,2,3,4,290
0,h,2,3,4,420
0,h,2,3,4,120
0,h,2,3,4,340
0,h,2,3,4,180
0,h,2,3,4,10
0,h,2,3,4,170
0,h,2,3,4,320
0,h,2,3,4,170
0,h,2,3,4,260
0,h,2,3,4,250
0,h,2,3,4,270
0,h,2,3,4,260
0,h,2,3,4,290
0,h,2,3,4,350
0,h,2,3,4,500
0,h,2,3,4,370
0,h,2,3,4,240
0,h,2,3,4,160
0,h,2,3,4,440
0,h,2,3,4,90
0,h,2,3,4,180
0,h,2,3,4,240
0,h,2,3,4,360
0,h,2,3,4,0
0,h,2,3,4,460
0,h,2,3,4,440
0,h,2,3,4,170
0,h,2,3,4,490
0,h,2,3,4,60
0,h,2,3,4,70
0,h,2,3,4,20
0,h,2,3,4,150
0,h,2,3,4,120
0,h,2,3,4,210
0,h,2,3,4,110
0,h,2,3,4,310
0,h,2,3,4,190
0,h,2,3,4,200
0,h,2,3,4,270
0,h,2,3,4,100
0,h,2,3,4,70
0,h,2,3,4,60
0,h,2,3,4,110
0,h,2,3,4,370
0,h,2,3,4,390
0,h,2,3,4,10
0,h,2,3,4,20
0,h,2,3,4,230
0,h,2,3,4,270
0,h,2,3,4,400
0,h,2,3,4,350
0,h,2,3,4,70
0,h,2,3,4,90
0,h,2,3,4,260
0,h,2,3,4,380
0,h,2,3,4,170
0,h,2,3,4,250
0,h,2,3,4,70
0,h,2,3,4,440
0,h,2,3,4,360
0,h,2,3,4,300
0,h,2,3,4,170
0,h,2,3,4,400
0,h,2,3,4,370
0,h,2,3,4,330
0,h,2,3,4,20
0,h,2,3,4,470
0,h,2,3,4,100
0,h,2,3,4,340
0,h,2,3,4,230
0,h,2,3,4,400
0,h,2,3,4,270
0,h,2,3,4,120
0,h,2,3,4,30
0,h,2,3,4,280
0,h,2,3,4,310
0,h,2,3,4,480
0,h,2,3,4,360
0,h,2,3,4,220
0,h,2,3,4,490
0,h,2,3,4,40
0,h,2,3,4,450
0,h,2,3,4,170
0,h,2,3,4,50
0,h,2,3,4,330
0,h,2,3,4,100
0,h,2,3,4,400
0,h,2,3,4,190
0,h,2,3,4,50
0,h,2,3,4,260
0,h,2,3,4,60
0,h,2,3,4,220
0,h,2,3,4,130
0,h,2,3,4,320
0,h,2,3,4,250
0,h,2,3,4,180
0,h,2,3,4,90
0,h,2,3,4,280
0,h,2,3,4,460
0,h,2,3,4,350
0,h,2,3,4,190
0,h,2,3,4,180
0,h,2,3,4,320
0,h,2,3,4,200
0,h,2,3,4,390
0,h,2,3,4,470
0,h,2,3,4,20
0,h,2,3,4,420
0,h,2,3,4,480
0,h,2,3,4,170
0,h,2,3,4,290
0,h,2,3,4,300
0,h,2,3,4,120
0,h,2,3,4,490
0,h,2,3,4,440
0,h,2,3,4,460
0,h,2,3,4,420
0,h,2,3,4,240
0,h,2,3,4,180
0,h,2,3,4,20
0,h,2,3,4,70
0,h,2,3,4,190
0,h,2,3,4,490
0,h,2,3,4,480
0,h,2,3,4,220
0,h,2,3,4,270
0,h,2,3,4,410
0,h,2,3,4,490
0,h,2,3,4,80
0,h,2,3,4,130
0,h,2,3,4,130
0,h,2,3,4,270
0,h,2,3,4,60
0,h,2,3,4,210
0,h,2,3,4,90
0,h,2,3,4,0
0,h,2,3,4,320
0,h,2,3,4,70
0,h,2,3,4,490
0,h,2,3,4,80
0,h,2,3,4,340
0,h,2,3,4,270
0,h,2,3,4,100
0,h,2,3,4,300
0,h,2,3,4,180
0,h,2,3,4,250
0,h,2,3,4,320
0,h,2,3,4,340
0,h,2,3,4,410
0,h,2,3,4,70
0,h,2,3,4,20
0,h,2,3,4,70
